"country","type","total"
"Croatia","adult_overweight_2010",56.435
"Croatia","adult_sodium_2010",4.67333333333333
"Cuba","adult_blood_pressure_2010",20.35
"Cuba","adult_diabetes_2010",7.96
"Cuba","adult_obesity_2010",21.675
"Cuba","adult_overweight_2010",54.98
"Cuba","adult_sodium_2010",2.67
"Cyprus","adult_blood_pressure_2010",21.555
"Cyprus","adult_diabetes_2010",6.81
"Cyprus","adult_obesity_2010",19.725
"Cyprus","adult_overweight_2010",56.74
"Cyprus","adult_sodium_2010",3.98333333333333
"Czechia","adult_blood_pressure_2010",29.15
"Czechia","adult_diabetes_2010",7.305
"Czechia","adult_obesity_2010",23.8
"Czechia","adult_overweight_2010",60.14
"Czechia","adult_sodium_2010",4.77666666666667
"Democratic People's Republic of Korea","adult_blood_pressure_2010",18.54
"Democratic People's Republic of Korea","adult_diabetes_2010",5.61
"Democratic People's Republic of Korea","adult_obesity_2010",5.44
"Democratic People's Republic of Korea","adult_overweight_2010",29.435
"Democratic People's Republic of Korea","adult_sodium_2010",5.68333333333333
"Democratic Republic of the Congo","adult_blood_pressure_2010",28.715
"Democratic Republic of the Congo","adult_diabetes_2010",5.45
"Democratic Republic of the Congo","adult_obesity_2010",4.97
"Democratic Republic of the Congo","adult_overweight_2010",21.56
"Democratic Republic of the Congo","adult_sodium_2010",2.04666666666667
"Denmark","adult_blood_pressure_2010",23.61
"Denmark","adult_diabetes_2010",4.375
"Denmark","adult_obesity_2010",17.39
"Denmark","adult_overweight_2010",53.24
"Denmark","adult_sodium_2010",3.39
"Djibouti","adult_blood_pressure_2010",28.445
"Djibouti","adult_diabetes_2010",8.065
"Djibouti","adult_obesity_2010",11.68
"Djibouti","adult_overweight_2010",35.82
"Djibouti","adult_sodium_2010",2.89666666666667
"Dominica","adult_blood_pressure_2010",23.915
"Dominica","adult_diabetes_2010",10.215
"Dominica","adult_obesity_2010",24.29
"Dominica","adult_overweight_2010",56.24
"Dominica","adult_sodium_2010",2.73666666666667
"Dominican Republic","adult_blood_pressure_2010",23.15
"Dominican Republic","adult_diabetes_2010",9.41
"Dominican Republic","adult_obesity_2010",22.93
"Dominican Republic","adult_overweight_2010",55.69
"Dominican Republic","adult_sodium_2010",2.74333333333333
"Ecuador","adult_blood_pressure_2010",18.6
"Ecuador","adult_diabetes_2010",7.325
"Ecuador","adult_obesity_2010",17.135
"Ecuador","adult_overweight_2010",52.48
"Ecuador","adult_sodium_2010",3.75666666666667
"Egypt","adult_blood_pressure_2010",25.63
"Egypt","adult_diabetes_2010",15.915
"Egypt","adult_obesity_2010",27.855
"Egypt","adult_overweight_2010",59.43
"Egypt","adult_sodium_2010",3.87
"El Salvador","adult_blood_pressure_2010",19.82
"El Salvador","adult_diabetes_2010",9.495
"El Salvador","adult_obesity_2010",20.535
"El Salvador","adult_overweight_2010",55.705
"El Salvador","adult_sodium_2010",3.58666666666667
"Equatorial Guinea","adult_blood_pressure_2010",28.58
"Equatorial Guinea","adult_diabetes_2010",8.415
"Equatorial Guinea","adult_obesity_2010",6.5
"Equatorial Guinea","adult_overweight_2010",23.98
"Equatorial Guinea","adult_sodium_2010",3.46
"Eritrea","adult_blood_pressure_2010",28.36
"Eritrea","adult_diabetes_2010",5.015
"Eritrea","adult_obesity_2010",3.54
"Eritrea","adult_overweight_2010",18.54
"Eritrea","adult_sodium_2010",2.78333333333333
"Estonia","adult_blood_pressure_2010",29.06
"Estonia","adult_diabetes_2010",6.895
"Estonia","adult_obesity_2010",19.35
"Estonia","adult_overweight_2010",53.7
"Estonia","adult_sodium_2010",3.96666666666667
"Eswatini","adult_blood_pressure_2010",29.51
"Eswatini","adult_diabetes_2010",8.7
"Eswatini","adult_obesity_2010",13.38
"Eswatini","adult_overweight_2010",33.985
"Eswatini","adult_sodium_2010",3.25333333333333
"Ethiopia","adult_blood_pressure_2010",29.305
"Ethiopia","adult_diabetes_2010",4.95
"Ethiopia","adult_obesity_2010",3.22
"Ethiopia","adult_overweight_2010",17.84
"Ethiopia","adult_sodium_2010",2.71333333333333
"Fiji","adult_blood_pressure_2010",22.075
"Fiji","adult_diabetes_2010",15.945
"Fiji","adult_obesity_2010",26.57
"Fiji","adult_overweight_2010",60.075
"Fiji","adult_sodium_2010",3.59
"Finland","adult_blood_pressure_2010",21.68
"Finland","adult_diabetes_2010",5.44
"Finland","adult_obesity_2010",19.89
"Finland","adult_overweight_2010",55.785
"Finland","adult_sodium_2010",3.78666666666667
"France","adult_blood_pressure_2010",24.895
"France","adult_diabetes_2010",5.83
"France","adult_obesity_2010",19.305
"France","adult_overweight_2010",56.945
"France","adult_sodium_2010",3.84333333333333
"Gabon","adult_blood_pressure_2010",27.05
"Gabon","adult_diabetes_2010",9.305
"Gabon","adult_obesity_2010",12.735
"Gabon","adult_overweight_2010",36.63
"Gabon","adult_sodium_2010",3.30333333333333
"Gambia","adult_blood_pressure_2010",30.34
"Gambia","adult_diabetes_2010",7.805
"Gambia","adult_obesity_2010",7.97
"Gambia","adult_overweight_2010",27.71
"Gambia","adult_sodium_2010",2.73666666666667
"Georgia","adult_blood_pressure_2010",26.205
"Georgia","adult_diabetes_2010",10.995
"Georgia","adult_obesity_2010",17.895
"Georgia","adult_overweight_2010",50.005
"Georgia","adult_sodium_2010",4.23
"Germany","adult_blood_pressure_2010",22.62
"Germany","adult_diabetes_2010",4.925
"Germany","adult_obesity_2010",19.835
"Germany","adult_overweight_2010",54.515
"Germany","adult_sodium_2010",3.80666666666667
"Ghana","adult_blood_pressure_2010",25.165
"Ghana","adult_diabetes_2010",6.125
"Ghana","adult_obesity_2010",8.47
"Ghana","adult_overweight_2010",27.87
"Ghana","adult_sodium_2010",4.03666666666667
"Greece","adult_blood_pressure_2010",20.825
"Greece","adult_diabetes_2010",6.505
"Greece","adult_obesity_2010",22.32
"Greece","adult_overweight_2010",59.675
"Greece","adult_sodium_2010",3.94666666666667
"Grenada","adult_blood_pressure_2010",24.23
"Grenada","adult_diabetes_2010",9.93
"Grenada","adult_obesity_2010",17.94
"Grenada","adult_overweight_2010",47.165
"Grenada","adult_sodium_2010",2.76333333333333
"Guatemala","adult_blood_pressure_2010",21.705
"Guatemala","adult_diabetes_2010",9.005
"Guatemala","adult_obesity_2010",17.465
"Guatemala","adult_overweight_2010",51.53
"Guatemala","adult_sodium_2010",2.41333333333333
"Guinea","adult_blood_pressure_2010",30.235
"Guinea","adult_diabetes_2010",5.815
"Guinea","adult_obesity_2010",5.82
"Guinea","adult_overweight_2010",23.09
"Guinea","adult_sodium_2010",2.7
"Guinea-Bissau","adult_blood_pressure_2010",30.99
"Guinea-Bissau","adult_diabetes_2010",6.58
"Guinea-Bissau","adult_obesity_2010",7.12
"Guinea-Bissau","adult_overweight_2010",25.69
"Guinea-Bissau","adult_sodium_2010",2.71333333333333
"Guyana","adult_blood_pressure_2010",22.705
"Guyana","adult_diabetes_2010",9.63
"Guyana","adult_obesity_2010",16.445
"Guyana","adult_overweight_2010",44.655
"Guyana","adult_sodium_2010",2.61
"Haiti","adult_blood_pressure_2010",25.555
"Haiti","adult_diabetes_2010",7.82
"Haiti","adult_obesity_2010",17.515
"Haiti","adult_overweight_2010",48.25
"Haiti","adult_sodium_2010",2.43
"Honduras","adult_blood_pressure_2010",21.98
"Honduras","adult_diabetes_2010",8.385
"Honduras","adult_obesity_2010",17.685
"Honduras","adult_overweight_2010",51.135
"Honduras","adult_sodium_2010",3.48666666666667
"Hungary","adult_blood_pressure_2010",31.98
"Hungary","adult_diabetes_2010",7.43
"Hungary","adult_obesity_2010",23.47
"Hungary","adult_overweight_2010",58.585
"Hungary","adult_sodium_2010",5.09333333333333
"Iceland","adult_blood_pressure_2010",21.785
"Iceland","adult_diabetes_2010",6.035
"Iceland","adult_obesity_2010",19.565
"Iceland","adult_overweight_2010",57.01
"Iceland","adult_sodium_2010",3.39333333333333
"India","adult_blood_pressure_2010",25.52
"India","adult_diabetes_2010",8.425
"India","adult_obesity_2010",2.835
"India","adult_overweight_2010",16.515
"India","adult_sodium_2010",3.98
"Indonesia","adult_blood_pressure_2010",24.47
"Indonesia","adult_diabetes_2010",7.38
"Indonesia","adult_obesity_2010",4.86
"Indonesia","adult_overweight_2010",23.325
"Indonesia","adult_sodium_2010",5.1
"Iran (Islamic Republic of)","adult_blood_pressure_2010",21.8
"Iran (Islamic Republic of)","adult_diabetes_2010",10.85
"Iran (Islamic Republic of)","adult_obesity_2010",22.135
"Iran (Islamic Republic of)","adult_overweight_2010",57.31
"Iran (Islamic Republic of)","adult_sodium_2010",4.02333333333333
"Iraq","adult_blood_pressure_2010",26.395
"Iraq","adult_diabetes_2010",15.475
"Iraq","adult_obesity_2010",26.74
"Iraq","adult_overweight_2010",61.065
"Iraq","adult_sodium_2010",3.90666666666667
"Ireland","adult_blood_pressure_2010",22.43
"Ireland","adult_diabetes_2010",6.065
"Ireland","adult_obesity_2010",21.57
"Ireland","adult_overweight_2010",57.21
"Ireland","adult_sodium_2010",4.05333333333333
"Israel","adult_blood_pressure_2010",18.975
"Israel","adult_diabetes_2010",6.33
"Israel","adult_obesity_2010",24.13
"Israel","adult_overweight_2010",62.4
"Israel","adult_sodium_2010",3.92333333333333
"Italy","adult_blood_pressure_2010",23.97
"Italy","adult_diabetes_2010",5.68
"Italy","adult_obesity_2010",17.995
"Italy","adult_overweight_2010",56
"Italy","adult_sodium_2010",4.06
"Jamaica","adult_blood_pressure_2010",22.61
"Jamaica","adult_diabetes_2010",10.605
"Jamaica","adult_obesity_2010",20.855
"Jamaica","adult_overweight_2010",50.905
"Jamaica","adult_sodium_2010",2.7
"Japan","adult_blood_pressure_2010",19.045
"Japan","adult_diabetes_2010",6.74
"Japan","adult_obesity_2010",3.31
"Japan","adult_overweight_2010",24.8
"Japan","adult_sodium_2010",5.97333333333333
"Jordan","adult_blood_pressure_2010",22.78
"Jordan","adult_diabetes_2010",15.675
"Jordan","adult_obesity_2010",32.09
"Jordan","adult_overweight_2010",66.415
"Jordan","adult_sodium_2010",3.88
"Kazakhstan","adult_blood_pressure_2010",27.31
"Kazakhstan","adult_diabetes_2010",10.925
"Kazakhstan","adult_obesity_2010",17.73
"Kazakhstan","adult_overweight_2010",49.935
"Kazakhstan","adult_sodium_2010",4.53333333333333
"Kenya","adult_blood_pressure_2010",26.27
"Kenya","adult_diabetes_2010",5.465
"Kenya","adult_obesity_2010",5.255
"Kenya","adult_overweight_2010",21.815
"Kenya","adult_sodium_2010",2.37333333333333
"Kiribati","adult_blood_pressure_2010",21.45
"Kiribati","adult_diabetes_2010",20.975
"Kiribati","adult_obesity_2010",42.185
"Kiribati","adult_overweight_2010",76.17
"Kiribati","adult_sodium_2010",3.27666666666667
"Kuwait","adult_blood_pressure_2010",25.715
"Kuwait","adult_diabetes_2010",18.32
"Kuwait","adult_obesity_2010",36.34
"Kuwait","adult_overweight_2010",71.315
"Kuwait","adult_sodium_2010",4.5
"Kyrgyzstan","adult_blood_pressure_2010",26.46
"Kyrgyzstan","adult_diabetes_2010",9.12
"Kyrgyzstan","adult_obesity_2010",13.26
"Kyrgyzstan","adult_overweight_2010",44.025
"Kyrgyzstan","adult_sodium_2010",4.01
"Lao People's Democratic Republic","adult_blood_pressure_2010",25.05
"Lao People's Democratic Republic","adult_diabetes_2010",7.15
"Lao People's Democratic Republic","adult_obesity_2010",3.47
"Lao People's Democratic Republic","adult_overweight_2010",20.395
"Lao People's Democratic Republic","adult_sodium_2010",4.87666666666667
"Latvia","adult_blood_pressure_2010",30.51
"Latvia","adult_diabetes_2010",6.86
"Latvia","adult_obesity_2010",21.495
"Latvia","adult_overweight_2010",55.73
"Latvia","adult_sodium_2010",3.90666666666667
"Lebanon","adult_blood_pressure_2010",21.735
"Lebanon","adult_diabetes_2010",11.645
"Lebanon","adult_obesity_2010",29.025
"Lebanon","adult_overweight_2010",65.04
"Lebanon","adult_sodium_2010",3.99666666666667
"Lesotho","adult_blood_pressure_2010",28.46
"Lesotho","adult_diabetes_2010",7.86
"Lesotho","adult_obesity_2010",12.97
"Lesotho","adult_overweight_2010",33.4
"Lesotho","adult_sodium_2010",3.02333333333333
"Liberia","adult_blood_pressure_2010",29.05
"Liberia","adult_diabetes_2010",6.91
"Liberia","adult_obesity_2010",7.84
"Liberia","adult_overweight_2010",27.31
"Liberia","adult_sodium_2010",2.58
"Libya","adult_blood_pressure_2010",25.46
"Libya","adult_diabetes_2010",14.73
"Libya","adult_obesity_2010",28.85
"Libya","adult_overweight_2010",63.415
"Libya","adult_sodium_2010",4.15
"Lithuania","adult_blood_pressure_2010",31.075
"Lithuania","adult_diabetes_2010",7.535
"Lithuania","adult_obesity_2010",24
"Lithuania","adult_overweight_2010",57.52
"Lithuania","adult_sodium_2010",3.93333333333333
"Luxembourg","adult_blood_pressure_2010",24.55
"Luxembourg","adult_diabetes_2010",5.365
"Luxembourg","adult_obesity_2010",19.985
"Luxembourg","adult_overweight_2010",56.18
"Luxembourg","adult_sodium_2010",4.23666666666667
"Madagascar","adult_blood_pressure_2010",28.075
"Madagascar","adult_diabetes_2010",5.18
"Madagascar","adult_obesity_2010",3.815
"Madagascar","adult_overweight_2010",20.3
"Madagascar","adult_sodium_2010",2.77666666666667
"Malawi","adult_blood_pressure_2010",27.875
"Malawi","adult_diabetes_2010",5.72
"Malawi","adult_obesity_2010",4.27
"Malawi","adult_overweight_2010",20.245
"Malawi","adult_sodium_2010",2.74666666666667
"Malaysia","adult_blood_pressure_2010",24.385
"Malaysia","adult_diabetes_2010",10.61
"Malaysia","adult_obesity_2010",11.95
"Malaysia","adult_overweight_2010",36.84
"Malaysia","adult_sodium_2010",5.44666666666667
"Maldives","adult_blood_pressure_2010",24.53
"Maldives","adult_diabetes_2010",10.46
"Maldives","adult_obesity_2010",5.945
"Maldives","adult_overweight_2010",24.92
"Maldives","adult_sodium_2010",5.25333333333333
"Mali","adult_blood_pressure_2010",32.405
"Mali","adult_diabetes_2010",6.65
"Mali","adult_obesity_2010",6.315
"Mali","adult_overweight_2010",23.755
"Mali","adult_sodium_2010",2.74
"Malta","adult_blood_pressure_2010",22.085
"Malta","adult_diabetes_2010",7.71
"Malta","adult_obesity_2010",26.73
"Malta","adult_overweight_2010",64.3
"Malta","adult_sodium_2010",3.97333333333333
"Marshall Islands","adult_blood_pressure_2010",21.915
"Marshall Islands","adult_diabetes_2010",20.35
"Marshall Islands","adult_obesity_2010",49.54
"Marshall Islands","adult_overweight_2010",81.4
"Marshall Islands","adult_sodium_2010",3.39666666666667
"Mauritania","adult_blood_pressure_2010",33.135
"Mauritania","adult_diabetes_2010",8.385
"Mauritania","adult_obesity_2010",10.1
"Mauritania","adult_overweight_2010",30.23
"Mauritania","adult_sodium_2010",2.85
"Mauritius","adult_blood_pressure_2010",25.31
"Mauritius","adult_diabetes_2010",12.485
"Mauritius","adult_obesity_2010",8.925
"Mauritius","adult_overweight_2010",29.515
"Mauritius","adult_sodium_2010",5.34
"Mexico","adult_blood_pressure_2010",20.95
"Mexico","adult_diabetes_2010",10.68
"Mexico","adult_obesity_2010",25.45
"Mexico","adult_overweight_2010",61.605
"Mexico","adult_sodium_2010",3.32333333333333
"Micronesia (Federated States of)","adult_blood_pressure_2010",24.06
"Micronesia (Federated States of)","adult_diabetes_2010",20.025
"Micronesia (Federated States of)","adult_obesity_2010",41.405
"Micronesia (Federated States of)","adult_overweight_2010",72.705
"Micronesia (Federated States of)","adult_sodium_2010",3.38666666666667
"Mongolia","adult_blood_pressure_2010",30.505
"Mongolia","adult_diabetes_2010",10.425
"Mongolia","adult_obesity_2010",16.515
"Mongolia","adult_overweight_2010",50.52
"Mongolia","adult_sodium_2010",4.26
"Montenegro","adult_blood_pressure_2010",30.55
"Montenegro","adult_diabetes_2010",6.915
"Montenegro","adult_obesity_2010",20.75
"Montenegro","adult_overweight_2010",56.605
"Montenegro","adult_sodium_2010",4.52666666666667
"Morocco","adult_blood_pressure_2010",27.335
"Morocco","adult_diabetes_2010",12.27
"Morocco","adult_obesity_2010",21.825
"Morocco","adult_overweight_2010",55.75
"Morocco","adult_sodium_2010",3.76666666666667
"Mozambique","adult_blood_pressure_2010",28.81
"Mozambique","adult_diabetes_2010",5.94
"Mozambique","adult_obesity_2010",5.385
"Mozambique","adult_overweight_2010",22.795
"Mozambique","adult_sodium_2010",2.72666666666667
"Myanmar","adult_blood_pressure_2010",24.395
"Myanmar","adult_diabetes_2010",6.87
"Myanmar","adult_obesity_2010",3.945
"Myanmar","adult_overweight_2010",20.315
"Myanmar","adult_sodium_2010",4.83333333333333
"Namibia","adult_blood_pressure_2010",29.345
"Namibia","adult_diabetes_2010",6.89
"Namibia","adult_obesity_2010",13.285
"Namibia","adult_overweight_2010",34.695
"Namibia","adult_sodium_2010",3.27333333333333
"Nauru","adult_blood_pressure_2010",22.095
"Nauru","adult_diabetes_2010",29.225
"Nauru","adult_obesity_2010",58.885
"Nauru","adult_overweight_2010",87.38
"Nepal","adult_blood_pressure_2010",29.02
"Nepal","adult_diabetes_2010",9.775
"Nepal","adult_obesity_2010",2.87
"Nepal","adult_overweight_2010",17.555
"Nepal","adult_sodium_2010",4.63333333333333
"Netherlands","adult_blood_pressure_2010",21.38
"Netherlands","adult_diabetes_2010",4.42
"Netherlands","adult_obesity_2010",17.675
"Netherlands","adult_overweight_2010",54.97
"Netherlands","adult_sodium_2010",3.62
"New Zealand","adult_blood_pressure_2010",18.06
"New Zealand","adult_diabetes_2010",6.825
"New Zealand","adult_obesity_2010",27.19
"New Zealand","adult_overweight_2010",62.85
"New Zealand","adult_sodium_2010",4.74333333333333
"Nicaragua","adult_blood_pressure_2010",21.55
"Nicaragua","adult_diabetes_2010",9.475
"Nicaragua","adult_obesity_2010",20.185
"Nicaragua","adult_overweight_2010",54.29
"Nicaragua","adult_sodium_2010",3.47666666666667
"Niger","adult_blood_pressure_2010",33.485
"Niger","adult_diabetes_2010",5.2
"Niger","adult_obesity_2010",4.16
"Niger","adult_overweight_2010",19.11
"Niger","adult_sodium_2010",2.61
"Nigeria","adult_blood_pressure_2010",25.65
"Nigeria","adult_diabetes_2010",5.755
"Nigeria","adult_obesity_2010",6.655
"Nigeria","adult_overweight_2010",24.895
"Nigeria","adult_sodium_2010",2.50333333333333
"North Macedonia","adult_blood_pressure_2010",29.335
"North Macedonia","adult_diabetes_2010",6.875
"North Macedonia","adult_obesity_2010",20.06
"North Macedonia","adult_overweight_2010",55.4
"North Macedonia","adult_sodium_2010",4.46666666666667
"Norway","adult_blood_pressure_2010",21.915
